EVENT_ID,EVENT_TIME,EVENT_TYPE,DEVICE_ID,LATITUDE,LONGITUDE,POWER_USAGE,DATUM,DIRECTION,SPEED,ALTITUDE,ACC_X,ACC_Y,ACC_Z,DRIVE_DISTANCE,ROAD_TYPE,ROAD_ID,ROAD_DIRECTION,REVERSE_STATUS,BRAKE_STATUS,WINKER_STATUS
20140619064346359006055405496,20140619064346,CAR_PROBE,359006055405496,50.940171,6.899351,null,null,311,3,73,0.0,0.0,null,null,null,null,null,null,null
20140619064355359006055405496,20140619064355,CAR_PROBE,359006055405496,50.940296,6.899148,null,null,346,14,53,0.0,0.0,null,null,null,null,null,null,null
20140619064359359006055405496,20140619064359,CAR_PROBE,359006055405496,50.940538,6.899085,null,null,351,27,53,0.0,0.0,null,null,null,null,null,null,null
20140619064415359006055405496,20140619064415,CAR_PROBE,359006055405496,50.942085,6.899146,null,null,38,34,41,0.0,-0.10000000149011612,null,null,null,null,null,null,null
20140619064419359006055405496,20140619064419,CAR_PROBE,359006055405496,50.942146,6.89984,null,null,77,40,39,0.0,-0.20000000298023224,null,null,null,null,null,null,null
20140619064454359006055405496,20140619064454,CAR_PROBE,359006055405496,50.942003,6.906911,null,null,100,50,46,0.0,-0.10000000149011612,null,null,null,null,null,null,null
20140619064459359006055405496,20140619064459,CAR_PROBE,359006055405496,50.941823,6.908006,null,null,103,56,47,0.0,-0.10000000149011612,null,null,null,null,null,null,null
20140619064559359006055405496,20140619064559,CAR_PROBE,359006055405496,50.94161,6.908995,null,null,81,1,28,0.0,0.0,null,null,null,null,null,null,null
20140619064620359006055405496,20140619064620,CAR_PROBE,359006055405496,50.941653,6.909323,null,null,358,17,32,0.0,-0.10000000149011612,null,null,null,null,null,null,null
20140619064653359006055405496,20140619064653,CAR_PROBE,359006055405496,50.945246,6.907908,null,null,36,17,39,0.0,0.0,null,null,null,null,null,null,null
20140619064656359006055405496,20140619064656,CAR_PROBE,359006055405496,50.945291,6.908165,null,null,82,28,38,0.0,0.0,null,null,null,null,null,null,null
20140619064659359006055405496,20140619064659,CAR_PROBE,359006055405496,50.945268,6.908626,null,null,91,39,36,0.0,0.0,null,null,null,null,null,null,null
20140619064753359006055405496,20140619064753,CAR_PROBE,359006055405496,50.944871,6.913258,null,null,117,49,39,-0.20000000298023224,-0.20000000298023224,null,null,null,null,null,null,null
20140619064759359006055405496,20140619064759,CAR_PROBE,359006055405496,50.944428,6.914253,null,null,124,48,38,0.0,0.0,null,null,null,null,null,null,null
20140619064829359006055405496,20140619064829,CAR_PROBE,359006055405496,50.94241,6.919225,null,null,121,49,47,0.0,0.0,null,null,null,null,null,null,null
20140619064859359006055405496,20140619064859,CAR_PROBE,359006055405496,50.940226,6.924446,null,null,124,47,39,0.0,0.0,null,null,null,null,null,null,null
20140619064859359006055405496,20140619064859,CAR_PROBE,359006055405496,50.940226,6.924446,null,null,124,47,39,0.0,0.0,null,null,null,null,null,null,null
20140619064859359006055405496,20140619064859,CAR_PROBE,359006055405496,50.940226,6.924446,null,null,124,47,39,0.0,0.0,null,null,null,null,null,null,null
20140619064905359006055405496,20140619064905,CAR_PROBE,359006055405496,50.939938,6.925123,null,null,121,17,37,0.0,0.0,null,null,null,null,null,null,null
20140619064959359006055405496,20140619064959,CAR_PROBE,359006055405496,50.939918,6.925193,null,null,120,0,37,0.0,0.0,null,null,null,null,null,null,null
20140619065012359006055405496,20140619065012,CAR_PROBE,359006055405496,50.939876,6.925503,null,null,87,21,38,0.0,0.0,null,null,null,null,null,null,null
20140619065014359006055405496,20140619065014,CAR_PROBE,359006055405496,50.93995,6.925693,null,null,51,25,38,0.0,0.0,null,null,null,null,null,null,null
20140619065020359006055405496,20140619065020,CAR_PROBE,359006055405496,50.940481,6.926021,null,null,17,45,38,0.0,0.0,null,null,null,null,null,null,null
20140619065059359006055405496,20140619065059,CAR_PROBE,359006055405496,50.942425,6.926646,null,null,12,0,42,0.30000001192092896,-0.10000000149011612,null,null,null,null,null,null,null
20140619065133359006055405496,20140619065133,CAR_PROBE,359006055405496,50.944746,6.928328,null,null,25,68,50,0.0,-0.10000000149011612,null,null,null,null,null,null,null
20140619065159359006055405496,20140619065159,CAR_PROBE,359006055405496,50.946695,6.930585,null,null,22,26,48,0.0,0.0,null,null,null,null,null,null,null
20140619065219359006055405496,20140619065219,CAR_PROBE,359006055405496,50.94844,6.932673,null,null,38,45,55,0.0,0.0,null,null,null,null,null,null,null
20140619065245359006055405496,20140619065245,CAR_PROBE,359006055405496,50.95135,6.937235,null,null,69,57,57,0.0,0.0,null,null,null,null,null,null,null
20140619065254359006055405496,20140619065254,CAR_PROBE,359006055405496,50.951865,6.938698,null,null,33,43,57,0.0,-0.10000000149011612,null,null,null,null,null,null,null
20140619065259359006055405496,20140619065259,CAR_PROBE,359006055405496,50.952433,6.938841,null,null,2,47,56,0.0,0.0,null,null,null,null,null,null,null
20140619065259359006055405496,20140619065259,CAR_PROBE,359006055405496,50.952433,6.938841,null,null,2,47,56,0.10000000149011612,0.0,null,null,null,null,null,null,null
20140619065307359006055405496,20140619065307,CAR_PROBE,359006055405496,50.953355,6.938965,null,null,39,47,53,0.0,0.0,null,null,null,null,null,null,null
20140619065312359006055405496,20140619065312,CAR_PROBE,359006055405496,50.953675,6.939741,null,null,72,47,53,0.0,0.0,null,null,null,null,null,null,null
20140619065350359006055405496,20140619065350,CAR_PROBE,359006055405496,50.954218,6.946848,null,null,64,47,44,-0.30000001192092896,0.0,null,null,null,null,null,null,null
20140619065359359006055405496,20140619065359,CAR_PROBE,359006055405496,50.954825,6.948221,null,null,56,47,45,0.0,0.0,null,null,null,null,null,null,null
20140619065427359006055405496,20140619065427,CAR_PROBE,359006055405496,50.956363,6.953205,null,null,66,50,50,0.0,0.0,null,null,null,null,null,null,null
20140619065459359006055405496,20140619065459,CAR_PROBE,359006055405496,50.958116,6.958931,null,null,46,50,38,0.0,0.0,null,null,null,null,null,null,null
20140619065503359006055405496,20140619065503,CAR_PROBE,359006055405496,50.958468,6.959505,null,null,47,50,38,0.0,0.0,null,null,null,null,null,null,null
20140619065515359006055405496,20140619065515,CAR_PROBE,359006055405496,50.959256,6.961481,null,null,79,49,41,0.0,0.0,null,null,null,null,null,null,null
20140619065538359006055405496,20140619065538,CAR_PROBE,359006055405496,50.958991,6.966406,null,null,110,65,42,0.0,0.0,null,null,null,null,null,null,null
20140619065559359006055405496,20140619065559,CAR_PROBE,359006055405496,50.956973,6.971236,null,null,129,76,50,0.0,0.0,null,null,null,null,null,null,null
20140619065604359006055405496,20140619065604,CAR_PROBE,359006055405496,50.95634,6.972395,null,null,132,77,52,0.0,0.0,null,null,null,null,null,null,null
