EVENT_ID,EVENT_TIME,EVENT_TYPE,DEVICE_ID,LATITUDE,LONGITUDE,POWER_USAGE,DATUM,DIRECTION,SPEED,ALTITUDE,ACC_X,ACC_Y,ACC_Z,DRIVE_DISTANCE,ROAD_TYPE,ROAD_ID,ROAD_DIRECTION,REVERSE_STATUS,BRAKE_STATUS,WINKER_STATUS,SOME_DATE
20140616131929359858025892124,2014-06-16 01:19:29.0,CAR_PROBE,359858025892124,48.796836,9.011811,0,0,222,31,401,0.0,0.10000000149011612,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616131959359858025892124,2014-06-16 01:19:59.0,CAR_PROBE,359858025892124,48.796791,9.011573,0,0,225,0,405,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132050359858025892124,2014-06-16 01:20:50.0,CAR_PROBE,359858025892124,48.795663,9.010453,0,0,189,19,397,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132100359858025892124,2014-06-16 01:21:00.0,CAR_PROBE,359858025892124,48.795595,9.010425,0,0,187,0,395,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132200359858025892124,2014-06-16 01:22:00.0,CAR_PROBE,359858025892124,48.794406,9.010285,0,0,187,41,393,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132217359858025892124,2014-06-16 01:22:17.0,CAR_PROBE,359858025892124,48.793506,9.010555,0,0,154,16,388,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132222359858025892124,2014-06-16 01:22:22.0,CAR_PROBE,359858025892124,48.79352,9.010733,0,0,83,8,388,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616132235359858025892124,2014-06-16 01:22:35.0,CAR_PROBE,359858025892124,48.793636,9.01109,0,0,65,7,387,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616133735359858025892124,2014-06-16 01:37:35.0,CAR_PROBE,359858025892124,48.794208,9.010445,0,0,7,32,375,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616143600359858025892124,2014-06-16 02:36:00.0,CAR_PROBE,359858025892124,48.801668,9.022053,0,0,342,0,438,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616143700359858025892124,2014-06-16 02:37:00.0,CAR_PROBE,359858025892124,48.801673,9.022048,0,0,342,0,438,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616143800359858025892124,2014-06-16 02:38:00.0,CAR_PROBE,359858025892124,48.80168,9.022046,0,0,342,0,437,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616143900359858025892124,2014-06-16 02:39:00.0,CAR_PROBE,359858025892124,48.801683,9.022043,0,0,342,0,437,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144000359858025892124,2014-06-16 02:40:00.0,CAR_PROBE,359858025892124,48.80169,9.02204,0,0,342,0,438,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144100359858025892124,2014-06-16 02:41:00.0,CAR_PROBE,359858025892124,48.801693,9.022038,0,0,342,0,438,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144200359858025892124,2014-06-16 02:42:00.0,CAR_PROBE,359858025892124,48.801696,9.022033,0,0,342,0,438,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144300359858025892124,2014-06-16 02:43:00.0,CAR_PROBE,359858025892124,48.8017,9.02203,0,0,342,0,438,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144400359858025892124,2014-06-16 02:44:00.0,CAR_PROBE,359858025892124,48.801703,9.022026,0,0,342,0,439,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144500359858025892124,2014-06-16 02:45:00.0,CAR_PROBE,359858025892124,48.801706,9.022021,0,0,342,0,439,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144600359858025892124,2014-06-16 02:46:00.0,CAR_PROBE,359858025892124,48.801711,9.02202,0,0,342,0,439,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144700359858025892124,2014-06-16 02:47:00.0,CAR_PROBE,359858025892124,48.801715,9.022016,0,0,342,0,439,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144800359858025892124,2014-06-16 02:48:00.0,CAR_PROBE,359858025892124,48.801716,9.022015,0,0,342,0,440,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616144900359858025892124,2014-06-16 02:49:00.0,CAR_PROBE,359858025892124,48.801716,9.022015,0,0,342,0,440,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145000359858025892124,2014-06-16 02:50:00.0,CAR_PROBE,359858025892124,48.801718,9.022011,0,0,342,0,440,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145100359858025892124,2014-06-16 02:51:00.0,CAR_PROBE,359858025892124,48.801725,9.022008,0,0,342,0,440,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145200359858025892124,2014-06-16 02:52:00.0,CAR_PROBE,359858025892124,48.801771,9.022008,0,0,3,0,441,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145300359858025892124,2014-06-16 02:53:00.0,CAR_PROBE,359858025892124,48.801795,9.022015,0,0,13,0,443,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145400359858025892124,2014-06-16 02:54:00.0,CAR_PROBE,359858025892124,48.801796,9.022011,0,0,13,0,443,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145413359858025892124,2014-06-16 02:54:13.0,CAR_PROBE,359858025892124,48.801795,9.022008,0,0,13,0,443,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145422359858025892124,2014-06-16 02:54:22.0,CAR_PROBE,359858025892124,48.801703,9.02198,0,0,158,8,444,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145437359858025892124,2014-06-16 02:54:37.0,CAR_PROBE,359858025892124,48.80081,9.022758,0,0,127,30,445,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145500359858025892124,2014-06-16 02:55:00.0,CAR_PROBE,359858025892124,48.799535,9.024518,0,0,117,27,449,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145517359858025892124,2014-06-16 02:55:17.0,CAR_PROBE,359858025892124,48.798906,9.02625,0,0,87,26,454,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616145532359858025892124,2014-06-16 02:55:32.0,CAR_PROBE,359858025892124,48.798531,9.02846,0,0,120,40,449,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616152700359858025892124,2014-06-16 03:27:00.0,CAR_PROBE,359858025892124,48.795641,9.069566,0,0,295,0,360,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616152800359858025892124,2014-06-16 03:28:00.0,CAR_PROBE,359858025892124,48.795641,9.069566,0,0,295,0,360,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616152900359858025892124,2014-06-16 03:29:00.0,CAR_PROBE,359858025892124,48.795641,9.069565,0,0,295,0,360,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140616153000359858025892124,2014-06-16 03:30:00.0,CAR_PROBE,359858025892124,48.79564,9.069563,0,0,295,0,360,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-23 17:39:23.0
20140623164800359006055405496,2014-06-23 04:48:00.0,CAR_PROBE,359006055405496,48.942376,8.504421,0,0,116,79,274,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164803359006055405496,2014-06-23 04:48:03.0,CAR_PROBE,359006055405496,48.942115,8.505233,0,0,116,79,272,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164826359006055405496,2014-06-23 04:48:26.0,CAR_PROBE,359006055405496,48.940095,8.511416,0,0,116,78,254,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164826359006055405496,2014-06-23 04:48:26.0,CAR_PROBE,359006055405496,48.940095,8.511416,0,0,116,78,254,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164849359006055405496,2014-06-23 04:48:49.0,CAR_PROBE,359006055405496,48.938051,8.517715,0,0,113,79,246,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164900359006055405496,2014-06-23 04:49:00.0,CAR_PROBE,359006055405496,48.937356,8.520881,0,0,104,80,237,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164912359006055405496,2014-06-23 04:49:12.0,CAR_PROBE,359006055405496,48.937005,8.524415,0,0,93,79,232,0.0,0.44999998807907104,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164935359006055405496,2014-06-23 04:49:35.0,CAR_PROBE,359006055405496,48.937316,8.531303,0,0,83,78,225,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623164959359006055405496,2014-06-23 04:49:59.0,CAR_PROBE,359006055405496,48.937491,8.538435,0,0,100,79,242,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165000359006055405496,2014-06-23 04:50:00.0,CAR_PROBE,359006055405496,48.93745,8.538726,0,0,101,79,243,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165023359006055405496,2014-06-23 04:50:23.0,CAR_PROBE,359006055405496,48.935405,8.544906,0,0,121,80,254,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165046359006055405496,2014-06-23 04:50:46.0,CAR_PROBE,359006055405496,48.9337,8.55135,0,0,99,80,257,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165100359006055405496,2014-06-23 04:51:00.0,CAR_PROBE,359006055405496,48.933688,8.555608,0,0,82,79,242,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165109359006055405496,2014-06-23 04:51:09.0,CAR_PROBE,359006055405496,48.933995,8.558263,0,0,79,78,228,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165132359006055405496,2014-06-23 04:51:32.0,CAR_PROBE,359006055405496,48.934416,8.565171,0,0,93,78,199,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165152359006055405496,2014-06-23 04:51:52.0,CAR_PROBE,359006055405496,48.933226,8.570823,0,0,124,79,176,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165200359006055405496,2014-06-23 04:52:00.0,CAR_PROBE,359006055405496,48.932281,8.572706,0,0,128,78,167,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165216359006055405496,2014-06-23 04:52:16.0,CAR_PROBE,359006055405496,48.930333,8.576341,0,0,125,78,168,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165236359006055405496,2014-06-23 04:52:36.0,CAR_PROBE,359006055405496,48.929186,8.580791,0,0,94,51,183,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165300359006055405496,2014-06-23 04:53:00.0,CAR_PROBE,359006055405496,48.928721,8.584916,0,0,115,50,199,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623165306359006055405496,2014-06-23 04:53:06.0,CAR_PROBE,359006055405496,48.928291,8.586076,0,0,125,59,203,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171000359006055405496,2014-06-23 05:10:00.0,CAR_PROBE,359006055405496,48.822593,8.893281,0,0,108,157,481,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171008359006055405496,2014-06-23 05:10:08.0,CAR_PROBE,359006055405496,48.821585,8.897865,0,0,109,161,485,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171008359006055405496,2014-06-23 05:10:08.0,CAR_PROBE,359006055405496,48.821585,8.897865,0,0,109,161,485,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171020359006055405496,2014-06-23 05:10:20.0,CAR_PROBE,359006055405496,48.819593,8.904686,0,0,118,167,479,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171031359006055405496,2014-06-23 05:10:31.0,CAR_PROBE,359006055405496,48.817098,8.910758,0,0,125,174,472,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171042359006055405496,2014-06-23 05:10:42.0,CAR_PROBE,359006055405496,48.81401,8.916543,0,0,130,181,478,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171052359006055405496,2014-06-23 05:10:52.0,CAR_PROBE,359006055405496,48.810973,8.921763,0,0,130,183,476,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171100359006055405496,2014-06-23 05:11:00.0,CAR_PROBE,359006055405496,48.808568,8.925946,0,0,131,184,473,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171102359006055405496,2014-06-23 05:11:02.0,CAR_PROBE,359006055405496,48.807961,8.927,0,0,131,184,473,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171112359006055405496,2014-06-23 05:11:12.0,CAR_PROBE,359006055405496,48.804915,8.932311,0,0,130,184,467,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171122359006055405496,2014-06-23 05:11:22.0,CAR_PROBE,359006055405496,48.80215,8.937805,0,0,122,181,446,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171132359006055405496,2014-06-23 05:11:32.0,CAR_PROBE,359006055405496,48.80003,8.944016,0,0,112,188,436,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171142359006055405496,2014-06-23 05:11:42.0,CAR_PROBE,359006055405496,48.798518,8.95074,0,0,108,188,441,0.10000000149011612,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
20140623171152359006055405496,2014-06-23 05:11:52.0,CAR_PROBE,359006055405496,48.796533,8.957321,0,0,119,192,433,0.0,0.0,0.0,0,0,0,0,0,0,0,2014-06-24 10:53:19.0
